nombre,nom_agl,departamen,provincia
Carhué,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Colonia San Miguel Arcángel,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Delfín Huergo,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Espartillar,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Esteban Agustín Gascón,Adolfo Alsina,Adolfo Alsina,Buenos Aires
La Pala,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Maza,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Rivera,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Villa Margarita,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Yutuyaco,Adolfo Alsina,Adolfo Alsina,Buenos Aires
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,Buenos Aires
De La Garma,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,Buenos Aires
Juan E. Barra,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,Buenos Aires
Vásquez,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves,Buenos Aires
Alberti,Alberti,Alberti,Buenos Aires
Coronel Seguí,Alberti,Alberti,Buenos Aires
Mechita,Alberti,Alberti,Buenos Aires
Pla,Alberti,Alberti,Buenos Aires
Villa Grisolía,Alberti,Alberti,Buenos Aires
Villa María,Alberti,Alberti,Buenos Aires
Villa Ortiz,Alberti,Alberti,Buenos Aires
Almirante Brown,Almirante Brown,Almirante Brown,Buenos Aires
Avellaneda,Avellaneda,Avellaneda,Buenos Aires
Ayacucho,Ayacucho,Ayacucho,Buenos Aires
La Constancia,Ayacucho,Ayacucho,Buenos Aires
Solanet,Ayacucho,Ayacucho,Buenos Aires
Udaquiola,Ayacucho,Ayacucho,Buenos Aires
Ariel,Azul,Azul,Buenos Aires
Azul,Azul,Azul,Buenos Aires
Cacharí,Azul,Azul,Buenos Aires
Chillar,Azul,Azul,Buenos Aires
16 de Julio,Azul,Azul,Buenos Aires
Bahía Blanca,Bahía Blanca,Bahía Blanca,Buenos Aires
Cabildo,Bahía Blanca,Bahía Blanca,Buenos Aires
General Daniel Cerri,Bahía Blanca,Bahía Blanca,Buenos Aires
Balcarce,Balcarce,Balcarce,Buenos Aires
Los Pinos,Balcarce,Balcarce,Buenos Aires
Napaleofú,Balcarce,Balcarce,Buenos Aires
Ramos Otero,Balcarce,Balcarce,Buenos Aires
San Agustín,Balcarce,Balcarce,Buenos Aires
Villa Laguna La Brava,Balcarce,Balcarce,Buenos Aires
Baradero,Baradero,Baradero,Buenos Aires
Irineo Portela,Baradero,Baradero,Buenos Aires
Santa Coloma,Baradero,Baradero,Buenos Aires
Villa Alsina,Baradero,Baradero,Buenos Aires
Arrecifes,Arrecifes,Arrecifes,Buenos Aires
Todd,Arrecifes,Arrecifes,Buenos Aires
Viña,Arrecifes,Arrecifes,Buenos Aires
Barker,Benito Juárez,Benito Juárez,Buenos Aires
Benito Juárez,Benito Juárez,Benito Juárez,Buenos Aires
López,Benito Juárez,Benito Juárez,Buenos Aires
Tedín Uriburu,Benito Juárez,Benito Juárez,Buenos Aires
Villa Cacique,Benito Juárez,Benito Juárez,Buenos Aires
Berazategui,Berazategui,Berazategui,Buenos Aires
Berisso,Berisso,Berisso,Buenos Aires
Hale,Bolívar,Bolívar,Buenos Aires
Juan F. Ibarra,Bolívar,Bolívar,Buenos Aires
Paula,Bolívar,Bolívar,Buenos Aires
Pirovano,Bolívar,Bolívar,Buenos Aires
San Carlos de Bolívar,Bolívar,Bolívar,Buenos Aires
Urdampilleta,Bolívar,Bolívar,Buenos Aires
Villa Lynch Pueyrredón,Bolívar,Bolívar,Buenos Aires
Asamblea,Bragado,Bragado,Buenos Aires
Bragado,Bragado,Bragado,Buenos Aires
Comodoro Py,Bragado,Bragado,Buenos Aires
General O'Brien,Bragado,Bragado,Buenos Aires
Irala,Bragado,Bragado,Buenos Aires
La Limpia,Bragado,Bragado,Buenos Aires
Juan F. Salaberry,Bragado,Bragado,Buenos Aires
Mechita,Bragado,Bragado,Buenos Aires
Olascoaga,Bragado,Bragado,Buenos Aires
Warnes,Bragado,Bragado,Buenos Aires
Altamirano,Brandsen,Brandsen,Buenos Aires
Barrio El Mirador,Brandsen,Brandsen,Buenos Aires
Barrio Las Golondrinas,Brandsen,Brandsen,Buenos Aires
Barrio Los Bosquecitos,Brandsen,Brandsen,Buenos Aires
Barrio Parque Las Acacias,Brandsen,Brandsen,Buenos Aires
Campos de Roca,Brandsen,Brandsen,Buenos Aires
Coronel Brandsen,Brandsen,Brandsen,Buenos Aires
Club de Campo Las Malvinas,Brandsen,Brandsen,Buenos Aires
Gómez,Brandsen,Brandsen,Buenos Aires
Jeppener,Brandsen,Brandsen,Buenos Aires
Oliden,Brandsen,Brandsen,Buenos Aires
Posada de los Lagos,Brandsen,Brandsen,Buenos Aires
Samborombón,Brandsen,Brandsen,Buenos Aires
Los Cardales,Campana,Campana,Buenos Aires
Barrio Los Pioneros (Barrio Tavella),Campana,Campana,Buenos Aires
Campana,Campana,Campana,Buenos Aires
Chacras del Río Luján,Campana,Campana,Buenos Aires
Río Luján,Campana,Campana,Buenos Aires
Alejandro Petión,Cañuelas,Cañuelas,Buenos Aires
Barrio El Taladro,Cañuelas,Cañuelas,Buenos Aires
Cañuelas,Cañuelas,Cañuelas,Buenos Aires
Gobernador Udaondo,Cañuelas,Cañuelas,Buenos Aires
Máximo Paz,Cañuelas,Cañuelas,Buenos Aires
Santa Rosa,Cañuelas,Cañuelas,Buenos Aires
Uribelarrea,Cañuelas,Cañuelas,Buenos Aires
Vicente Casares,Cañuelas,Cañuelas,Buenos Aires
Capitán Sarmiento,Capitán Sarmiento,Capitán Sarmiento,Buenos Aires
La Luisa,Capitán Sarmiento,Capitán Sarmiento,Buenos Aires
Bellocq,Carlos Casares,Carlos Casares,Buenos Aires
Cadret,Carlos Casares,Carlos Casares,Buenos Aires
Carlos Casares,Carlos Casares,Carlos Casares,Buenos Aires
Colonia Mauricio,Carlos Casares,Carlos Casares,Buenos Aires
Hortensia,Carlos Casares,Carlos Casares,Buenos Aires
La Sofía,Carlos Casares,Carlos Casares,Buenos Aires
Mauricio Hirsch,Carlos Casares,Carlos Casares,Buenos Aires
Moctezuma,Carlos Casares,Carlos Casares,Buenos Aires
Ordoqui,Carlos Casares,Carlos Casares,Buenos Aires
Santo Tomás,Carlos Casares,Carlos Casares,Buenos Aires
Smith,Carlos Casares,Carlos Casares,Buenos Aires
Carlos Tejedor,Carlos Tejedor,Carlos Tejedor,Buenos Aires
Colonia Seré,Carlos Tejedor,Carlos Tejedor,Buenos Aires
Curarú,Carlos Tejedor,Carlos Tejedor,Buenos Aires
Timote,Carlos Tejedor,Carlos Tejedor,Buenos Aires
Tres Algarrobos,Carlos Tejedor,Carlos Tejedor,Buenos Aires
Carmen de Areco,Carmen de Areco,Carmen de Areco,Buenos Aires
Pueblo Gouin,Carmen de Areco,Carmen de Areco,Buenos Aires
Tres Sargentos,Carmen de Areco,Carmen de Areco,Buenos Aires
Castelli,Castelli,Castelli,Buenos Aires
Centro Guerrero,Castelli,Castelli,Buenos Aires
Cerro de la Gloria,Castelli,Castelli,Buenos Aires
Colón,Colón,Colón,Buenos Aires
Villa Manuel Pomar,Colón,Colón,Buenos Aires
Pearson,Colón,Colón,Buenos Aires
Sarasa,Colón,Colón,Buenos Aires
Villa General Arias,Coronel de Marina L. Rosales,Coronel de Marina Leonardo Rosales,Buenos Aires
Bajo Hondo,Coronel de Marina L. Rosales,Coronel de Marina Leonardo Rosales,Buenos Aires
Balneario Pehuen Co,Coronel de Marina L. Rosales,Coronel de Marina Leonardo Rosales,Buenos Aires
Pago Chico,Coronel de Marina L. Rosales,Coronel de Marina Leonardo Rosales,Buenos Aires
Punta Alta,Coronel de Marina L. Rosales,Coronel de Marina Leonardo Rosales,Buenos Aires
Aparicio,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Marisol,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Coronel Dorrego,Coronel Dorrego,Coronel Dorrego,Buenos Aires
El Perdido,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Faro,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Irene,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Oriente,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Paraje La Ruta,Coronel Dorrego,Coronel Dorrego,Buenos Aires
San Román,Coronel Dorrego,Coronel Dorrego,Buenos Aires
Coronel Pringles,Coronel Pringles,Coronel Pringles,Buenos Aires
El Divisorio,Coronel Pringles,Coronel Pringles,Buenos Aires
El Pensamiento,Coronel Pringles,Coronel Pringles,Buenos Aires
Indio Rico,Coronel Pringles,Coronel Pringles,Buenos Aires
Lartigau,Coronel Pringles,Coronel Pringles,Buenos Aires
Cascada,Coronel Suárez,Coronel Suárez,Buenos Aires
Coronel Suárez,Coronel Suárez,Coronel Suárez,Buenos Aires
Curamalal,Coronel Suárez,Coronel Suárez,Buenos Aires
D'Orbigny,Coronel Suárez,Coronel Suárez,Buenos Aires
Huanguelén,Coronel Suárez,Coronel Suárez,Buenos Aires
Pasman,Coronel Suárez,Coronel Suárez,Buenos Aires
San José,Coronel Suárez,Coronel Suárez,Buenos Aires
Santa María,Coronel Suárez,Coronel Suárez,Buenos Aires
Santa Trinidad,Coronel Suárez,Coronel Suárez,Buenos Aires
Villa La Arcadia,Coronel Suárez,Coronel Suárez,Buenos Aires
Castilla,Chacabuco,Chacabuco,Buenos Aires
Chacabuco,Chacabuco,Chacabuco,Buenos Aires
Los Angeles,Chacabuco,Chacabuco,Buenos Aires
O'Higgins,Chacabuco,Chacabuco,Buenos Aires
Rawson,Chacabuco,Chacabuco,Buenos Aires
Barrio Lomas Altas,Chascomús,Chascomús,Buenos Aires
Chascomús,Chascomús,Chascomús,Buenos Aires
Laguna Vitel,Chascomús,Chascomús,Buenos Aires
Manuel J. Cobo,Chascomús,Lezama,Buenos Aires
Villa Parque Girado,Chascomús,Chascomús,Buenos Aires
Benitez,Chivilcoy,Chivilcoy,Buenos Aires
Chivilcoy,Chivilcoy,Chivilcoy,Buenos Aires
Emilio Ayarza,Chivilcoy,Chivilcoy,Buenos Aires
Gorostiaga,Chivilcoy,Chivilcoy,Buenos Aires
La Rica,Chivilcoy,Chivilcoy,Buenos Aires
Moquehuá,Chivilcoy,Chivilcoy,Buenos Aires
Ramón Biaus,Chivilcoy,Chivilcoy,Buenos Aires
San Sebastián,Chivilcoy,Chivilcoy,Buenos Aires
Andant,Daireaux,Daireaux,Buenos Aires
Arboledas,Daireaux,Daireaux,Buenos Aires
Daireaux,Daireaux,Daireaux,Buenos Aires
La Larga,Daireaux,Daireaux,Buenos Aires
Salazar,Daireaux,Daireaux,Buenos Aires
Dolores,Dolores,Dolores,Buenos Aires
Sevigne,Dolores,Dolores,Buenos Aires
Ensenada,Ensenada,Ensenada,Buenos Aires
Escobar,Escobar,Escobar,Buenos Aires
Esteban Echeverría,Esteban Echeverría,Esteban Echeverría,Buenos Aires
Arroyo de la Cruz,Exaltación de la Cruz,Exaltación de la Cruz,Buenos Aires
Capilla del Señor,Exaltación de la Cruz,Exaltación de la Cruz,Buenos Aires
Diego Gaynor,Exaltación de la Cruz,Exaltación de la Cruz,Buenos Aires
Los Cardales,Exaltación de la Cruz,Exaltación de la Cruz,Buenos Aires
Parada Orlando,Exaltación de la Cruz,Exaltación de la Cruz,Buenos Aires
Parada Robles - Pavón,Exaltación de la Cruz,Exaltación de la Cruz,Buenos Aires
Ezeiza,Ezeiza,Ezeiza,Buenos Aires
Florencio Varela,Florencio Varela,Florencio Varela,Buenos Aires
Blaquier,Florentino Ameghino,Florentino Ameghino,Buenos Aires
Florentino Ameghino,Florentino Ameghino,Florentino Ameghino,Buenos Aires
Porvenir,Florentino Ameghino,Florentino Ameghino,Buenos Aires
Centinela del Mar,General Alvarado,General Alvarado,Buenos Aires
Comandante Nicanor Otamendi,General Alvarado,General Alvarado,Buenos Aires
Mar del Sur,General Alvarado,General Alvarado,Buenos Aires
Mechongué,General Alvarado,General Alvarado,Buenos Aires
Miramar,General Alvarado,General Alvarado,Buenos Aires
General Alvear,General Alvear,General Alvear,Buenos Aires
Arribeños,General Arenales,General Arenales,Buenos Aires
Ascensión,General Arenales,General Arenales,Buenos Aires
Estación Arenales,General Arenales,General Arenales,Buenos Aires
Ferré,General Arenales,General Arenales,Buenos Aires
General Arenales,General Arenales,General Arenales,Buenos Aires
La Angelita,General Arenales,General Arenales,Buenos Aires
La Trinidad,General Arenales,General Arenales,Buenos Aires
General Belgrano,General Belgrano,General Belgrano,Buenos Aires
Gorchs,General Belgrano,General Belgrano,Buenos Aires
General Guido,General Guido,General Guido,Buenos Aires
Labardén,General Guido,General Guido,Buenos Aires
General Juan Madariaga,General Juan Madariaga,General Juan Madariaga,Buenos Aires
General La Madrid,General La Madrid,General La Madrid,Buenos Aires
La Colina,General La Madrid,General La Madrid,Buenos Aires
Las Martinetas,General La Madrid,General La Madrid,Buenos Aires
Líbano,General La Madrid,General La Madrid,Buenos Aires
Pontaut,General La Madrid,General La Madrid,Buenos Aires
General Hornos,General Las Heras,General Las Heras,Buenos Aires
General Las Heras,General Las Heras,General Las Heras,Buenos Aires
La Choza,General Las Heras,General Las Heras,Buenos Aires
Plomer,General Las Heras,General Las Heras,Buenos Aires
Villars,General Las Heras,General Las Heras,Buenos Aires
General Lavalle,General Lavalle,General Lavalle,Buenos Aires
Pavón,General Lavalle,General Lavalle,Buenos Aires
Barrio Río Salado,General Paz,General Paz,Buenos Aires
Loma Verde,General Paz,General Paz,Buenos Aires
Ranchos,General Paz,General Paz,Buenos Aires
Villanueva,General Paz,General Paz,Buenos Aires
Colonia San Ricardo,General Pinto,General Pinto,Buenos Aires
General Pinto,General Pinto,General Pinto,Buenos Aires
Germania,General Pinto,General Pinto,Buenos Aires
Gunther,General Pinto,General Pinto,Buenos Aires
Villa Francia,General Pinto,General Pinto,Buenos Aires
Villa Roth,General Pinto,General Pinto,Buenos Aires
Barrio El Boquerón,General Pueyrredón,General Pueyrredón,Buenos Aires
Barrio La Gloria,General Pueyrredón,General Pueyrredón,Buenos Aires
Barrio Santa Paula,General Pueyrredón,General Pueyrredón,Buenos Aires
Batán,General Pueyrredón,General Pueyrredón,Buenos Aires
Chapadmalal,General Pueyrredón,General Pueyrredón,Buenos Aires
El Marquesado,General Pueyrredón,General Pueyrredón,Buenos Aires
Estación Chapadmalal,General Pueyrredón,General Pueyrredón,Buenos Aires
Mar del Plata,General Pueyrredón,General Pueyrredón,Buenos Aires
Sierra de los Padres,General Pueyrredón,General Pueyrredón,Buenos Aires
General Rodríguez,General Rodríguez,General Rodríguez,Buenos Aires
General San Martín,General San Martín,General San Martín,Buenos Aires
Baigorrita,General Viamonte,General Viamonte,Buenos Aires
La Delfina,General Viamonte,General Viamonte,Buenos Aires
Los Toldos,General Viamonte,General Viamonte,Buenos Aires
San Emilio,General Viamonte,General Viamonte,Buenos Aires
Zavalía,General Viamonte,General Viamonte,Buenos Aires
Banderaló,General Villegas,General Villegas,Buenos Aires
Cañada Seca,General Villegas,General Villegas,Buenos Aires
Coronel Charlone,General Villegas,General Villegas,Buenos Aires
Emilio V. Bunge,General Villegas,General Villegas,Buenos Aires
General Villegas,General Villegas,General Villegas,Buenos Aires
Massey,General Villegas,General Villegas,Buenos Aires
Pichincha,General Villegas,General Villegas,Buenos Aires
Piedritas,General Villegas,General Villegas,Buenos Aires
Santa Eleodora,General Villegas,General Villegas,Buenos Aires
Santa Regina,General Villegas,General Villegas,Buenos Aires
Villa Saboya,General Villegas,General Villegas,Buenos Aires
Villa Sauze,General Villegas,General Villegas,Buenos Aires
Arroyo Venado,Guaminí,Guaminí,Buenos Aires
Casbas,Guaminí,Guaminí,Buenos Aires
Garré,Guaminí,Guaminí,Buenos Aires
Guaminí,Guaminí,Guaminí,Buenos Aires
Laguna Alsina,Guaminí,Guaminí,Buenos Aires
Henderson,Hipólito Yrigoyen,Hipólito Yrigoyen,Buenos Aires
Herrera Vegas,Hipólito Yrigoyen,Hipólito Yrigoyen,Buenos Aires
Hurlingham,Hurlingham,Hurlingham,Buenos Aires
Ituzaingó,Ituzaingó,Ituzaingó,Buenos Aires
José C. Paz,José C. Paz,José C. Paz,Buenos Aires
Agustín Roca,Junín,Junín,Buenos Aires
Agustina,Junín,Junín,Buenos Aires
Balneario Laguna de Gómez,Junín,Junín,Buenos Aires
Fortín Tiburcio,Junín,Junín,Buenos Aires
Junín,Junín,Junín,Buenos Aires
Paraje La Agraria,Junín,Junín,Buenos Aires
Laplacette,Junín,Junín,Buenos Aires
Morse,Junín,Junín,Buenos Aires
Saforcada,Junín,Junín,Buenos Aires
Las Toninas,La Costa,La Costa,Buenos Aires
Mar de Ajó - San Bernardo,La Costa,La Costa,Buenos Aires
San Clemente del Tuyú,La Costa,La Costa,Buenos Aires
Santa Teresita - Mar del Tuyú,La Costa,La Costa,Buenos Aires
La Matanza,La Matanza,La Matanza,Buenos Aires
Lanús,Lanús,Lanús,Buenos Aires
Country Club El Rodeo,La Plata,La Plata,Buenos Aires
Ignacio Correas,La Plata,La Plata,Buenos Aires
La Plata,La Plata,La Plata,Buenos Aires
Lomas de Copello,La Plata,La Plata,Buenos Aires
Ruta Sol,La Plata,La Plata,Buenos Aires
Laprida,Laprida,Laprida,Buenos Aires
Pueblo Nuevo,Laprida,Laprida,Buenos Aires
Pueblo San Jorge,Laprida,Laprida,Buenos Aires
Coronel Boerr,Las Flores,Las Flores,Buenos Aires
El Trigo,Las Flores,Las Flores,Buenos Aires
Las Flores,Las Flores,Las Flores,Buenos Aires
Pardo,Las Flores,Las Flores,Buenos Aires
Alberdi Viejo,Leandro N. Alem,Leandro N. Alem,Buenos Aires
El Dorado,Leandro N. Alem,Leandro N. Alem,Buenos Aires
Fortín Acha,Leandro N. Alem,Leandro N. Alem,Buenos Aires
Juan Bautista Alberdi,Leandro N. Alem,Leandro N. Alem,Buenos Aires
Leandro N. Alem,Leandro N. Alem,Leandro N. Alem,Buenos Aires
Vedia,Leandro N. Alem,Leandro N. Alem,Buenos Aires
Arenaza,Lincoln,Lincoln,Buenos Aires
Bayauca,Lincoln,Lincoln,Buenos Aires
Bermúdez,Lincoln,Lincoln,Buenos Aires
Carlos Salas,Lincoln,Lincoln,Buenos Aires
Coronel Martínez de Hoz,Lincoln,Lincoln,Buenos Aires
El Triunfo,Lincoln,Lincoln,Buenos Aires
Las Toscas,Lincoln,Lincoln,Buenos Aires
Lincoln,Lincoln,Lincoln,Buenos Aires
Pasteur,Lincoln,Lincoln,Buenos Aires
Roberts,Lincoln,Lincoln,Buenos Aires
Triunvirato,Lincoln,Lincoln,Buenos Aires
Arenas Verdes,Lobería,Lobería,Buenos Aires
Licenciado Matienzo,Lobería,Lobería,Buenos Aires
Lobería,Lobería,Lobería,Buenos Aires
Pieres,Lobería,Lobería,Buenos Aires
San Manuel,Lobería,Lobería,Buenos Aires
Tamangueyú,Lobería,Lobería,Buenos Aires
Antonio Carboni,Lobos,Lobos,Buenos Aires
Elvira,Lobos,Lobos,Buenos Aires
Laguna de Lobos,Lobos,Lobos,Buenos Aires
Lobos,Lobos,Lobos,Buenos Aires
Salvador María,Lobos,Lobos,Buenos Aires
Lomas de Zamora,Lomas de Zamora,Lomas de Zamora,Buenos Aires
Carlos Keen,Luján,Luján,Buenos Aires
Club de Campo Los Puentes,Luján,Luján,Buenos Aires
Luján,Luján,Luján,Buenos Aires
Olivera,Luján,Luján,Buenos Aires
Torres,Luján,Luján,Buenos Aires
Atalaya,Magdalena,Magdalena,Buenos Aires
General Mansilla,Magdalena,Magdalena,Buenos Aires
Los Naranjos,Magdalena,Magdalena,Buenos Aires
Magdalena,Magdalena,Magdalena,Buenos Aires
Roberto J. Payró,Magdalena,Magdalena,Buenos Aires
Vieytes,Magdalena,Magdalena,Buenos Aires
Las Armas,Maipú,Maipú,Buenos Aires
Maipú,Maipú,Maipú,Buenos Aires
Santo Domingo,Maipú,Maipú,Buenos Aires
Malvinas Argentinas,Malvinas Argentinas,Malvinas Argentinas,Buenos Aires
Coronel Vidal,Mar Chiquita,Mar Chiquita,Buenos Aires
General Pirán,Mar Chiquita,Mar Chiquita,Buenos Aires
La Armonía,Mar Chiquita,Mar Chiquita,Buenos Aires
Mar Chiquita,Mar Chiquita,Mar Chiquita,Buenos Aires
Mar de Cobo,Mar Chiquita,Mar Chiquita,Buenos Aires
Santa Clara del Mar,Mar Chiquita,Mar Chiquita,Buenos Aires
Vivoratá,Mar Chiquita,Mar Chiquita,Buenos Aires
Barrio Santa Rosa,Marcos Paz,Marcos Paz,Buenos Aires
Marcos Paz,Marcos Paz,Marcos Paz,Buenos Aires
Goldney,Mercedes,Mercedes,Buenos Aires
Gowland,Mercedes,Mercedes,Buenos Aires
Mercedes,Mercedes,Mercedes,Buenos Aires
Jorge Born,Mercedes,Mercedes,Buenos Aires
Merlo,Merlo,Merlo,Buenos Aires
Abbott,Monte,Monte,Buenos Aires
San Miguel del Monte,Monte,Monte,Buenos Aires
Zenón Videla Dorna,Monte,Monte,Buenos Aires
Balneario Sauce Grande,Monte Hermoso,Monte Hermoso,Buenos Aires
Monte Hermoso,Monte Hermoso,Monte Hermoso,Buenos Aires
Moreno,Moreno,Moreno,Buenos Aires
Morón,Morón,Morón,Buenos Aires
José Juan Almeyra,Navarro,Navarro,Buenos Aires
Las Marianas,Navarro,Navarro,Buenos Aires
Navarro,Navarro,Navarro,Buenos Aires
Villa Moll,Navarro,Navarro,Buenos Aires
Claraz,Necochea,Necochea,Buenos Aires
Energía,Necochea,Necochea,Buenos Aires
Juan N. Fernández,Necochea,Necochea,Buenos Aires
Necochea - Quequén,Necochea,Necochea,Buenos Aires
Nicanor Olivera,Necochea,Necochea,Buenos Aires
Ramón Santamarina,Necochea,Necochea,Buenos Aires
Alfredo Demarchi,9 de Julio,9 de Julio,Buenos Aires
Carlos María Naón,9 de Julio,9 de Julio,Buenos Aires
12 de Octubre,9 de Julio,9 de Julio,Buenos Aires
Dudignac,9 de Julio,9 de Julio,Buenos Aires
La Aurora,9 de Julio,9 de Julio,Buenos Aires
Manuel B. Gonnet,9 de Julio,9 de Julio,Buenos Aires
Recalde,Olavarría,Olavarría,Buenos Aires
Marcelino Ugarte,9 de Julio,9 de Julio,Buenos Aires
Morea,9 de Julio,9 de Julio,Buenos Aires
Norumbega,9 de Julio,9 de Julio,Buenos Aires
9 de Julio,9 de Julio,9 de Julio,Buenos Aires
Patricios,9 de Julio,9 de Julio,Buenos Aires
Villa Fournier,9 de Julio,9 de Julio,Buenos Aires
Blancagrande,Olavarría,Olavarría,Buenos Aires
Colonia Nievas,Olavarría,Olavarría,Buenos Aires
Colonia San Miguel,Olavarría,Olavarría,Buenos Aires
Espigas,Olavarría,Olavarría,Buenos Aires
Hinojo,Olavarría,Olavarría,Buenos Aires
Olavarría,Olavarría,Olavarría,Buenos Aires
Santa Luisa,Olavarría,Olavarría,Buenos Aires
Sierra Chica,Olavarría,Olavarría,Buenos Aires
Sierras Bayas,Olavarría,Olavarría,Buenos Aires
Villa Alfredo Fortabat,Olavarría,Olavarría,Buenos Aires
Villa La Serranía,Olavarría,Olavarría,Buenos Aires
Bahía San Blas,Patagones,Patagones,Buenos Aires
Cardenal Cagliero,Patagones,Patagones,Buenos Aires
Carmen de Patagones,Patagones,Patagones,Buenos Aires
José B. Casas,Patagones,Patagones,Buenos Aires
Juan A. Pradere,Patagones,Patagones,Buenos Aires
Stroeder,Patagones,Patagones,Buenos Aires
Villalonga,Patagones,Patagones,Buenos Aires
Capitán Castro,Pehuajó,Pehuajó,Buenos Aires
San Esteban,Pehuajó,Pehuajó,Buenos Aires
Francisco Madero,Pehuajó,Pehuajó,Buenos Aires
Inocencio Sosa,Pehuajó,Pehuajó,Buenos Aires
Juan José Paso,Pehuajó,Pehuajó,Buenos Aires
Magdala,Pehuajó,Pehuajó,Buenos Aires
Mones Cazón,Pehuajó,Pehuajó,Buenos Aires
Nueva Plata,Pehuajó,Pehuajó,Buenos Aires
Pehuajó,Pehuajó,Pehuajó,Buenos Aires
San Bernardo,Pehuajó,Pehuajó,Buenos Aires
Bocayuva,Pellegrini,Pellegrini,Buenos Aires
De Bary,Pellegrini,Pellegrini,Buenos Aires
Pellegrini,Pellegrini,Pellegrini,Buenos Aires
Acevedo,Pergamino,Pergamino,Buenos Aires
Fontezuela,Pergamino,Pergamino,Buenos Aires
Guerrico,Pergamino,Pergamino,Buenos Aires
Juan A. de la Peña,Pergamino,Pergamino,Buenos Aires
Juan Anchorena,Pergamino,Pergamino,Buenos Aires
La Violeta,Pergamino,Pergamino,Buenos Aires
Manuel Ocampo,Pergamino,Pergamino,Buenos Aires
Mariano Benítez,Pergamino,Pergamino,Buenos Aires
Mariano H. Alfonzo,Pergamino,Pergamino,Buenos Aires
Pergamino,Pergamino,Pergamino,Buenos Aires
Pinzón,Pergamino,Pergamino,Buenos Aires
Rancagua,Pergamino,Pergamino,Buenos Aires
Villa Angélica,Pergamino,Pergamino,Buenos Aires
Villa San José,Pergamino,Pergamino,Buenos Aires
Casalins,Pila,Pila,Buenos Aires
Pila,Pila,Pila,Buenos Aires
Pilar,Pilar,Pilar,Buenos Aires
Pinamar,Pinamar,Pinamar,Buenos Aires
Presidente Perón,Presidente Perón,Presidente Perón,Buenos Aires
Azopardo,Puán,Puán,Buenos Aires
Bordenave,Puán,Puán,Buenos Aires
Darregueira,Puán,Puán,Buenos Aires
17 de Agosto,Puán,Puán,Buenos Aires
Estela,Puán,Puán,Buenos Aires
Felipe Solá,Puán,Puán,Buenos Aires
López Lecube,Puán,Puán,Buenos Aires
Puán,Puán,Puán,Buenos Aires
San Germán,Puán,Puán,Buenos Aires
Villa Castelar,Puán,Puán,Buenos Aires
Villa Iris,Puán,Puán,Buenos Aires
Alvarez Jonte,Punta Indio,Punta Indio,Buenos Aires
Pipinas,Punta Indio,Punta Indio,Buenos Aires
Punta Indio,Punta Indio,Punta Indio,Buenos Aires
Verónica,Punta Indio,Punta Indio,Buenos Aires
Quilmes,Quilmes,Quilmes,Buenos Aires
El Paraíso,Ramallo,Ramallo,Buenos Aires
Las Bahamas,Ramallo,Ramallo,Buenos Aires
Pérez Millán,Ramallo,Ramallo,Buenos Aires
Ramallo,Ramallo,Ramallo,Buenos Aires
Villa General Savio,Ramallo,Ramallo,Buenos Aires
Villa Ramallo,Ramallo,Ramallo,Buenos Aires
Rauch,Rauch,Rauch,Buenos Aires
América,Rivadavia,Rivadavia,Buenos Aires
Fortín Olavarría,Rivadavia,Rivadavia,Buenos Aires
González Moreno,Rivadavia,Rivadavia,Buenos Aires
Mira Pampa,Rivadavia,Rivadavia,Buenos Aires
Roosevelt,Rivadavia,Rivadavia,Buenos Aires
San Mauricio,Rivadavia,Rivadavia,Buenos Aires
Sansinena,Rivadavia,Rivadavia,Buenos Aires
Sundblad,Rivadavia,Rivadavia,Buenos Aires
La Beba,Rojas,Rojas,Buenos Aires
Las Carabelas,Rojas,Rojas,Buenos Aires
Los Indios,Rojas,Rojas,Buenos Aires
Rafael Obligado,Rojas,Rojas,Buenos Aires
Roberto Cano,Rojas,Rojas,Buenos Aires
Rojas,Rojas,Rojas,Buenos Aires
Sol de Mayo,Rojas,Rojas,Buenos Aires
Villa Manuel Pomar,Rojas,Rojas,Buenos Aires
Carlos Beguerie,Roque Pérez,Roque Pérez,Buenos Aires
Roque Pérez,Roque Pérez,Roque Pérez,Buenos Aires
Arroyo Corto,Saavedra,Saavedra,Buenos Aires
Colonia San Martín,Saavedra,Saavedra,Buenos Aires
Dufaur,Saavedra,Saavedra,Buenos Aires
